Date,Date,Open,High,Low,Close,Volume,K,D,Signal
2002-05-01,2002-05-01,5.59,5.8,4.6,5.59,441414176.0,70.26058927305401,75.70537999970747,
2002-06-01,2002-06-01,5.53,5.8,4.46,4.68,243782897.0,46.28246607213288,64.30665944775676,
2002-07-01,2002-07-01,4.66,5.26,3.98,4.53,348671516.0,29.885107700917008,48.80938768203462,
2002-08-01,2002-08-01,4.65,5.31,4.06,5.03,286149641.0,25.92966840811529,34.03241406038838,
2002-09-01,2002-09-01,5.03,5.29,4.02,4.22,253551120.0,26.525618226863042,27.446798111965105,
2002-10-01,2002-10-01,4.2,4.97,3.87,4.42,463810937.0,28.4175624145095,26.95761634982927,
2002-11-01,2002-11-01,4.46,4.58,4.16,4.28,326580654.0,23.385481578486758,26.10955407328643,
2002-12-01,2002-12-01,4.28,4.77,4.02,4.08,343605366.0,23.850988293993478,25.218010762329907,
2003-01-01,2003-01-01,4.08,4.65,4.0,4.22,352760676.0,22.567814293166403,23.268094721882207,
2003-02-01,2003-02-01,4.22,4.38,3.98,4.06,125901326.0,18.8346493100014,21.751150632387084,
2003-03-01,2003-03-01,4.12,4.38,3.96,4.24,172000257.0,25.496171943746273,22.299545182304684,
2003-04-01,2003-04-01,4.24,4.85,4.0,4.1,380874516.0,22.523655195315612,22.284825483021084,
2003-05-01,2003-05-01,4.1,4.34,3.83,4.22,230933273.0,29.51117747695555,25.84366820533914,
2003-06-01,2003-06-01,4.3,4.71,4.28,4.32,426427162.0,34.001615627524416,28.67881609993185,
2003-07-01,2003-07-01,4.36,5.13,4.32,4.77,578620893.0,52.86073403720462,38.79117571389485,
2003-08-01,2003-08-01,4.93,5.11,4.67,4.74,235045448.0,63.44896933132228,50.10377299868376,
2003-09-01,2003-09-01,4.79,5.52,4.7,5.02,450187325.0,70.90729783037474,62.40566706630054,
2003-10-01,2003-10-01,5.04,5.29,4.86,5.11,243573084.0,69.11656168479992,67.82427628216563,
2003-11-01,2003-11-01,5.18,5.31,4.63,4.65,181147470.0,54.94989501813325,64.99125151110262,
2003-12-01,2003-12-01,4.65,4.81,4.38,4.47,164785489.0,34.11007357102435,52.72551009131916,
2004-01-01,2004-01-01,4.47,4.77,4.47,4.65,165692526.0,19.69298245614037,36.25098368176597,
2004-02-01,2004-02-01,4.65,5.06,4.56,5.02,375272507.0,33.46538388983211,29.08947997233226,
2004-03-01,2004-03-01,5.06,5.18,4.31,4.9,418028932.0,50.500471609130386,34.55294598503428,
2004-04-01,2004-04-01,4.9,5.56,4.67,4.74,509782870.0,54.07240143369179,46.01275231088474,
2004-05-01,2004-05-01,4.7,5.06,4.29,4.93,258269442.0,47.931233595800556,50.83470221287423,
2004-06-01,2004-06-01,4.9,5.13,4.58,4.79,146242748.0,41.387926509186364,47.79718717955956,
2004-07-01,2004-07-01,4.79,4.81,3.73,4.07,204646636.0,36.11433816674555,41.81116609057747,
2004-08-01,2004-08-01,4.32,4.93,4.22,4.62,221013243.0,35.527731164751955,37.67666528022794,
2004-09-01,2004-09-01,4.62,4.73,4.19,4.22,123564886.0,34.07103825136612,35.23770252762119,
2004-10-01,2004-10-01,4.22,4.42,3.84,3.91,92011764.0,32.16367421285454,33.920814542990854,
2004-11-01,2004-11-01,3.94,4.32,3.76,3.8,93270665.0,17.89682539682539,28.043845953682,
2004-12-01,2004-12-01,3.77,4.17,3.72,4.12,105712409.0,17.249442476715203,22.436647362131694,
2005-01-01,2005-01-01,4.12,4.27,3.94,4.19,89239055.0,28.475279346116423,21.207182406552324,
2005-02-01,2005-02-01,4.22,4.34,4.04,4.07,112483976.0,43.19750156833866,29.64074113039008,
2005-03-01,2005-03-01,4.09,4.15,3.82,3.87,115728896.0,40.24273395081445,37.30517162175649,
2005-04-01,2005-04-01,3.87,3.91,3.3,3.39,68047935.0,27.61579818031433,37.01867789982246,
2005-05-01,2005-05-01,3.39,3.71,3.38,3.7,104041512.0,23.769644334160485,30.54272548842974,
2005-06-01,2005-06-01,3.66,3.93,3.58,3.76,188738809.0,30.448717948717967,27.27805348773091,
2005-07-01,2005-07-01,3.76,3.87,3.59,3.62,161116863.0,40.11312217194571,31.443828151608034,
2005-08-01,2005-08-01,3.8,4.39,3.8,3.99,308448827.0,48.39352678262555,39.65178896776305,
2005-09-01,2005-09-01,3.99,4.67,3.99,4.65,423720569.0,66.46647450673608,51.65770782043575,
2005-10-01,2005-10-01,4.71,5.19,4.39,4.59,607396489.0,74.82842798377906,63.22947642438021,
2005-11-01,2005-11-01,4.68,5.72,4.55,5.62,506129700.0,85.49589865900266,75.59693371650592,
2005-12-01,2005-12-01,5.62,6.78,5.49,6.4,705515592.0,81.7621352405194,80.69548729443369,
2006-01-01,2006-01-01,6.3,6.73,5.95,5.97,418226987.0,84.5070761341279,83.92170334454995,
2006-02-01,2006-02-01,5.97,6.88,5.49,5.49,344106406.0,67.46425697014804,77.91115611493176,
2006-03-01,2006-03-01,5.66,6.02,4.94,5.23,261112072.0,48.109666039672106,66.69366638131599,
2006-04-01,2006-04-01,5.3,6.67,5.09,6.66,320035994.0,54.00701666598849,56.526979891936186,
2006-05-01,2006-05-01,6.66,7.25,5.94,6.0,453552139.0,54.577263019367365,52.231315241675965,
2006-06-01,2006-06-01,6.3,6.41,5.11,6.02,158075746.0,60.433495485041874,56.33925839013256,
2006-07-01,2006-07-01,6.04,6.36,5.34,5.8,4966868580.0,43.29004329004328,52.766933931484154,
2006-08-01,2006-08-01,5.94,6.49,5.85,6.24,161377117.0,45.7411415744749,49.821560116520004,
2006-09-01,2006-09-01,6.24,6.83,6.0,6.72,157506415.0,55.23460760999702,48.088597491505055,
2006-10-01,2006-10-01,6.72,7.67,6.18,7.49,46668540804.0,73.81437853351794,58.26337590599661,
2006-11-01,2006-11-01,7.52,8.92,7.39,8.77,473047370.0,88.00415024191163,72.35104546180885,-1.0
2006-12-01,2006-12-01,8.73,9.06,8.23,8.94,290998098.0,95.01349603630415,85.61067493724455,-2.0
2007-01-01,2007-01-01,8.51,9.23,7.9,8.33,7653676610.0,88.0693203397097,90.36232220597515,-1.0
2007-02-01,2007-02-01,8.34,8.53,7.86,7.86,64138325.0,74.49329078877405,85.85870238826261,
2007-03-01,2007-03-01,7.95,8.36,7.25,8.23,10906332865.0,58.90437987276034,73.82233033374801,
2007-04-01,2007-04-01,8.25,8.56,7.61,7.7,203699326.0,42.434729811779015,58.610800157771116,
2007-05-01,2007-05-01,7.34,7.75,7.1,7.41,9069862572.0,28.925404277516975,43.42150465401877,
2007-06-01,2007-06-01,7.45,8.06,7.13,7.4,31374239280.0,19.276402847693635,30.212178978996533,
2007-07-01,2007-07-01,7.77,8.58,7.39,7.53,10666709999.0,21.385329956620755,23.195712360610447,
2007-08-01,2007-08-01,7.92,8.01,6.4,7.28,271060877.0,29.989657245532612,23.550463349948995,
2007-09-01,2007-09-01,7.35,7.35,6.34,7.05,33155243264.0,33.70581836751564,28.360268523223,
2007-10-01,2007-10-01,7.05,7.23,6.59,7.09,20811271801.0,35.18184796854522,32.959107860531155,
2007-11-01,2007-11-01,7.12,7.18,6.05,6.22,16982186439.0,23.965979672501415,30.95121533618742,
2007-12-01,2007-12-01,6.29,6.33,5.72,5.97,18521593011.0,17.039513671253754,25.39578043743346,
2008-01-01,2008-01-01,6.19,6.47,5.64,5.81,124329689.0,9.192639541484885,16.73271096174668,2.0
2008-02-01,2008-02-01,5.81,6.4,5.55,6.29,88192590.0,21.63539002771363,15.955847746817419,
2008-03-01,2008-03-01,6.16,6.81,5.9,6.43,187414594.0,35.992289858935,22.273439809377834,
2008-04-01,2008-04-01,6.43,6.92,6.14,6.62,21956246762.0,58.71251296333022,38.780064283326276,
2008-05-01,2008-05-01,6.31,7.02,6.31,6.5,7632024976.0,65.57192339416923,53.42557540547815,
2008-06-01,2008-06-01,6.52,6.74,6.05,6.19,3190618483.0,62.08848502904815,62.12430712884919,
2008-07-01,2008-07-01,6.22,6.28,5.21,5.7,139663045.0,45.07836283684748,57.57959042002161,
2008-08-01,2008-08-01,6.09,7.44,6.05,7.32,268020251.0,55.076024083707956,54.080957316534516,
2008-09-01,2008-09-01,7.25,7.27,5.71,6.05,255926136.0,53.11960624003833,51.09133105353124,
2008-10-01,2008-10-01,6.13,6.2,3.76,4.04,261600817.0,46.63189705595633,51.60917579323419,
2008-11-01,2008-11-01,4.12,4.4,3.07,3.34,40927295915.0,17.151782263222888,38.96776185307251,
2008-12-01,2008-12-01,3.33,3.95,3.1,3.63,137752498677.0,8.86727688787186,24.21698540235035,2.0
2009-01-01,2009-01-01,3.63,3.89,3.36,3.48,31138050248.0,9.585013257782142,11.86802413629229,2.0
2009-02-01,2009-02-01,3.53,4.1,3.42,4.06,243081299.0,18.068647680691754,12.173645942115243,
2009-03-01,2009-03-01,4.06,5.44,3.87,5.36,498291376.0,46.00525676899681,24.552972569156893,
2009-04-01,2009-04-01,5.42,6.52,5.4,6.52,387037959.0,76.08462184836189,46.719508766016816,
2009-05-01,2009-05-01,6.52,8.27,6.52,8.05,552346099.0,97.38127361422626,73.15705074386165,-2.0
2009-06-01,2009-06-01,8.25,8.33,6.99,7.44,294290908.0,92.46435845213851,88.64341797157554,-1.0
2009-07-01,2009-07-01,7.5,8.47,7.46,8.21,363903334.0,90.58030048112403,93.47531084916291,-1.0
2009-08-01,2009-08-01,8.66,8.8,8.12,8.3,200571659.0,87.17189027386394,90.07218306904214,
2009-09-01,2009-09-01,8.25,8.87,8.21,8.48,208732063.0,87.68206635105481,88.47808570201424,
2009-10-01,2009-10-01,8.53,9.6,8.3,8.35,462863118.0,73.60188421989817,82.81861361493895,
2009-11-01,2009-11-01,8.21,8.8,7.93,8.44,218639964.0,60.43530917866673,73.90641991653989,
2009-12-01,2009-12-01,8.41,8.92,8.32,8.76,198758959.0,49.20075700641547,61.079316801660106,
2010-01-01,2010-01-01,8.76,9.39,8.16,8.37,293197534.0,40.61409890499379,50.083388363358644,
2010-02-01,2010-02-01,8.37,8.39,7.71,8.0,87948500.0,30.463939845177407,40.092931918862206,
2010-03-01,2010-03-01,8.12,8.44,8.03,8.28,116332231.0,25.20659738723613,32.09487871246909,
2010-04-01,2010-04-01,8.3,8.55,8.07,8.32,117874332.0,28.52733686067022,28.065958031027904,
2010-05-01,2010-05-01,8.32,8.39,7.52,7.96,129388448.0,31.255835667600405,28.329923305168904,
2010-06-01,2010-06-01,7.96,8.21,7.66,7.84,63312960.0,30.302298913092788,30.028490480454455,
2010-07-01,2010-07-01,7.84,8.57,7.82,8.14,128732831.0,37.88166399245788,33.146599524383674,
2010-08-01,2010-08-01,8.63,8.7,7.82,7.95,77064030.0,42.18541939292317,36.78979409949127,
2010-09-01,2010-09-01,7.95,8.32,7.72,8.2,73768590.0,51.03847188592959,43.70185175710353,
2010-10-01,2010-10-01,8.27,8.3,7.84,8.12,71413965.0,46.09952194697962,46.44113774194412,
2010-11-01,2010-11-01,8.12,8.17,7.82,7.89,63534510.0,39.734942216782436,45.62431201656387,
2010-12-01,2010-12-01,7.95,8.6,7.92,8.32,145049040.0,40.93406593406599,42.256176699276004,
2011-01-01,2011-01-01,8.37,8.8,8.25,8.6,104480145.0,53.35097001763673,44.673326056161706,
2011-02-01,2011-02-01,8.6,9.18,7.69,7.72,56689020.0,48.23979803206396,47.50827799458889,
2011-03-01,2011-03-01,7.77,8.15,6.99,7.57,67231530.0,36.65964085503787,46.08346963491285,
2011-04-01,2011-04-01,7.57,7.84,7.47,7.77,43482420.0,21.371293146598862,35.42357734456689,
2011-05-01,2011-05-01,7.77,7.77,7.31,7.77,45349560.0,32.57229832572302,30.201077442453244,
2011-06-01,2011-06-01,7.77,8.02,7.42,7.57,85334715.0,32.57229832572302,28.838629932681627,
2011-07-01,2011-07-01,7.67,7.79,6.84,7.14,63139140.0,28.333739993261094,31.159445548235706,
2011-08-01,2011-08-01,7.65,8.17,5.6,5.92,156261195.0,20.61204783044107,27.17269538314172,
2011-09-01,2011-09-01,5.92,6.27,5.54,6.06,106068870.0,18.374662781451246,22.440150201717795,
2011-10-01,2011-10-01,5.98,6.6,5.79,5.9,122380470.0,15.303812637777265,18.096841083223186,
2011-11-01,2011-11-01,5.9,6.25,5.14,5.46,80424675.0,14.673710717079357,16.11739537876928,1.0
2011-12-01,2011-12-01,5.6,6.06,5.54,6.0,78443685.0,17.544035772398583,15.84051970908506,
2012-01-01,2012-01-01,6.0,6.76,6.0,6.76,46768545.0,46.314631463146355,26.177459317541423,
2012-02-01,2012-02-01,6.76,7.57,6.65,7.57,83849490.0,76.12761276127617,46.66209333227369,
2012-03-01,2012-03-01,7.57,7.92,6.87,7.0,86788890.0,88.96882494004801,70.47035638815684,-1.0
2012-04-01,2012-04-01,6.9,7.28,5.95,6.09,89234595.0,63.338572839207664,76.14500351351062,
2012-05-01,2012-05-01,6.09,6.41,5.17,5.37,156337785.0,32.42948193011676,61.578959903124144,
2012-06-01,2012-06-01,5.3,5.44,4.94,5.21,104342490.0,13.147457884923371,36.305170884749266,1.0
2012-07-01,2012-07-01,5.23,5.52,4.81,5.03,101645455.0,7.802361647071327,17.793100487370484,2.0
2012-08-01,2012-08-01,5.12,5.92,5.12,5.66,85215000.0,16.849104378024585,12.59964130333976,
2012-09-01,2012-09-01,5.69,6.73,5.67,6.7,123868000.0,46.641470149836664,23.76431205831086,
2012-10-01,2012-10-01,6.68,7.02,5.49,5.77,95285000.0,58.763123164245485,40.751232564035575,
2012-11-01,2012-11-01,5.77,6.42,5.5,6.33,78675000.0,70.21823152337862,58.540941612486925,
2012-12-01,2012-12-01,6.33,6.56,6.18,6.44,69444000.0,60.56362626022074,63.18166031594828,
2013-01-01,2013-01-01,6.44,7.25,6.39,6.82,113534000.0,71.2733821905649,67.35174665805475,
2013-02-01,2013-02-01,6.82,6.94,6.7,6.82,42275000.0,73.53668261563001,68.45789702213854,
2013-03-01,2013-03-01,6.82,6.88,6.21,6.56,93579000.0,70.56926406926408,71.793109625153,
2013-04-01,2013-04-01,6.56,6.91,6.24,6.82,66481000.0,65.31756483392,69.80783717293804,
2013-05-01,2013-05-01,6.82,8.41,6.79,8.38,200924000.0,73.00695877331394,69.63126255883269,
2013-06-01,2013-06-01,8.24,10.0,7.8,9.65,386859000.0,83.0715397508237,73.79868778601923,
2013-07-01,2013-07-01,9.8,13.18,9.71,13.06,582186000.0,95.89329028828509,83.99059627080759,-2.0
2013-08-01,2013-08-01,13.64,14.79,11.63,14.67,663939000.0,95.8799994855206,91.61494317487647,-2.0
2013-09-01,2013-09-01,14.64,17.53,14.49,17.23,557061000.0,98.02717695440617,96.60015557607062,-2.0
2013-10-01,2013-10-01,17.05,17.74,15.48,15.84,406105000.0,92.22950233663738,95.37889292552138,-1.0
2013-11-01,2013-11-01,15.96,16.39,12.44,15.0,673189000.0,81.32332448020718,90.52666792375025,
2013-12-01,2013-12-01,15.0,16.3,13.86,15.87,383038000.0,72.05256829396306,81.86846503693589,
2014-01-01,2014-01-01,15.87,17.65,15.54,16.84,303680000.0,72.76375364506337,75.37988213974455,
2014-02-01,2014-02-01,16.84,19.49,15.72,19.25,304122000.0,83.00301598575388,75.93977930826011,
2014-03-01,2014-03-01,18.92,19.13,17.47,18.07,311911000.0,86.49092287791609,80.7525641695778,
2014-04-01,2014-04-01,18.07,18.55,15.99,16.75,218084000.0,75.92868330331015,81.80754072232672,
2014-05-01,2014-05-01,16.75,17.05,15.6,16.87,218734000.0,54.9537304350096,72.45777887207862,
2014-06-01,2014-06-01,16.87,18.22,16.33,17.23,180604000.0,42.30178296711289,57.728065568477554,
2014-07-01,2014-07-01,17.29,18.22,16.2,16.23,212267000.0,31.140075065459637,42.798529489194046,
2014-08-01,2014-08-01,16.75,16.94,13.25,14.97,322348000.0,30.73405643636958,34.72530482298071,
2014-09-01,2014-09-01,15.1,15.48,12.48,12.61,268837000.0,17.52155468226646,26.465228728031903,
2014-10-01,2014-10-01,12.48,14.24,11.82,13.44,363256000.0,20.010046183682878,22.75521910077298,
2014-11-01,2014-11-01,13.54,13.98,12.45,13.12,332530000.0,15.963269454123122,17.83162344002416,
2014-12-01,2014-12-01,12.74,13.95,12.61,13.6,332956000.0,26.79687500000001,20.92339687926868,
2015-01-01,2015-01-01,13.6,15.73,13.25,14.97,728367000.0,45.213594948849114,29.32457980099076,
2015-02-01,2015-02-01,15.16,15.41,14.27,15.35,214857000.0,68.536538256607,46.849002735152055,
2015-03-01,2015-03-01,15.48,15.7,14.24,14.43,333105000.0,77.06994780945253,63.60669367163623,
2015-04-01,2015-04-01,14.4,14.46,13.41,13.82,291174000.0,63.14307828795386,69.58318811800449,
2015-05-01,2015-05-01,13.82,14.43,13.22,14.01,203030000.0,43.54066950874843,61.25123186871829,
2015-06-01,2015-06-01,14.08,14.24,12.68,13.6,171783000.0,33.5732436755497,46.75233049075069,
2015-07-01,2015-07-01,13.57,13.82,11.18,11.43,172581000.0,22.489551065308415,33.20115474986887,
2015-08-01,2015-08-01,12.5,12.57,9.26,10.38,240116000.0,19.17767038290982,25.080155041255995,
2015-09-01,2015-09-01,10.38,11.98,10.06,10.86,272229000.0,19.339070206138583,20.33543055145229,
2015-10-01,2015-10-01,11.04,13.23,10.93,13.02,223171000.0,42.66274839973894,27.059829662929133,
2015-11-01,2015-11-01,13.09,14.17,12.26,13.23,249091000.0,62.43506026981047,41.47895962522935,
2015-12-01,2015-12-01,13.23,15.84,12.47,15.01,489596000.0,81.24780780596227,62.11520549183725,
2016-01-01,2016-01-01,15.01,18.18,14.17,17.24,589575000.0,85.55502023531842,76.41262943703042,
2016-02-01,2016-02-01,17.17,18.14,15.77,16.57,317676000.0,84.53425566851833,83.77902790326637,
2016-03-01,2016-03-01,16.64,17.24,14.03,14.21,539071000.0,66.38531265255405,78.8248628521303,
2016-04-01,2016-04-01,14.14,15.56,13.65,14.87,302025000.0,50.92127209339906,67.28028013815718,
2016-05-01,2016-05-01,14.87,15.56,13.75,15.11,204776000.0,35.73343113529091,51.01333862708137,
2016-06-01,2016-06-01,15.18,16.09,15.15,15.91,144832000.0,41.53172664683808,42.72880995850937,
2016-07-01,2016-07-01,16.02,17.58,15.74,17.24,296971000.0,57.970752268896014,45.07863668367502,
2016-08-01,2016-08-01,18.36,18.43,16.99,17.4,166942000.0,73.3781863593083,57.62688842501415,
2016-09-01,2016-09-01,17.22,19.06,16.81,18.91,187727000.0,88.99187486567735,73.44693783129391,-1.0
2016-10-01,2016-10-01,18.99,19.8,17.99,18.21,157052000.0,80.47782523367647,80.94929548622072,
2016-11-01,2016-11-01,18.21,18.54,15.89,15.89,158271000.0,55.558724712209774,75.00947493718787,
2016-12-01,2016-12-01,15.96,16.81,15.34,16.29,148526000.0,30.267160441394896,55.434570129093736,
2017-01-01,2017-01-01,16.29,17.62,16.15,17.33,152572000.0,23.204621263999638,36.343502139201455,
2017-02-01,2017-02-01,17.33,18.03,16.81,16.81,141450000.0,32.959641255605355,28.810474320333316,
2017-03-01,2017-03-01,16.85,17.4,16.37,16.77,141408000.0,40.755325112107606,32.306529210570886,
2017-04-01,2017-04-01,16.77,16.77,15.56,16.55,166576000.0,40.87618463167019,38.19705033312774,
2017-05-01,2017-05-01,16.55,17.62,16.37,16.48,244407000.0,42.305292067386084,41.312267270387984,
2017-06-01,2017-06-01,16.59,18.99,16.59,18.28,353118000.0,53.84288924911595,45.67478864939076,
2017-07-01,2017-07-01,18.36,19.98,17.62,17.81,318006000.0,55.81741082783606,50.65519738144605,
2017-08-01,2017-08-01,18.78,20.1,18.19,18.66,303362847.0,66.16240241558211,58.60756749751139,
2017-09-01,2017-09-01,18.78,19.21,17.14,17.45,232689651.0,49.38044643135,57.12008655825608,
2017-10-01,2017-10-01,17.76,18.74,17.69,18.23,157857893.0,47.98666954737704,54.50983946476973,
2017-11-01,2017-11-01,18.31,18.54,17.18,17.53,193827138.0,29.617915330605218,42.32834376977744,
2017-12-01,2017-12-01,17.61,18.85,17.22,18.5,156232853.0,35.28175611508944,37.628780331023925,
2018-01-01,2018-01-01,18.5,19.17,17.76,18.54,239752950.0,42.2514906210558,35.71705402225018,
2018-02-01,2018-02-01,18.47,18.58,17.3,18.19,105057728.0,54.777521677237615,44.103589471127655,
2018-03-01,2018-03-01,18.08,18.39,17.65,18.04,171820627.0,53.867566495925644,50.29885959807305,
2018-04-01,2018-04-01,18.08,18.19,17.3,17.57,117245774.0,37.30618906498304,48.650425746048796,
2018-05-01,2018-05-01,17.57,18.89,17.41,18.89,177499487.0,48.73051210621413,46.63475588904097,
2018-06-01,2018-06-01,18.82,19.48,18.31,18.66,180962061.0,55.12025900584994,47.05232005901573,
2018-07-01,2018-07-01,18.7,19.32,17.26,19.05,178148801.0,76.01422989982082,59.95500033729498,
2018-08-01,2018-08-01,20.44,23.03,20.06,23.03,285003031.0,81.00531724384935,70.71326871650672,
2018-09-01,2018-09-01,23.03,23.53,21.06,22.9,232394950.0,90.19426124689282,82.40460279685435,-1.0
2018-10-01,2018-10-01,22.86,23.03,19.73,20.86,209086896.0,82.45614035087718,84.5519062805398,
2018-11-01,2018-11-01,20.65,22.07,17.8,18.47,230562634.0,55.55555555555552,76.06865238444185,
2018-12-01,2018-12-01,18.68,19.43,17.55,18.43,156150229.0,30.476744206721296,56.16281337105135,
2019-01-01,2019-01-01,18.43,20.23,18.1,19.77,147090172.0,23.712570165659383,36.581623309312086,
2019-02-01,2019-02-01,19.77,20.14,19.27,19.89,80735345.0,31.513398269983465,28.567570880788065,
2019-03-01,2019-03-01,19.89,20.56,19.52,19.6,145121665.0,41.726152682430076,32.31737370602432,
2019-04-01,2019-04-01,19.69,20.98,19.64,20.73,117484346.0,60.25536083009431,44.49830392750263,
2019-05-01,2019-05-01,20.73,20.77,19.06,19.89,137821252.0,66.73937678035114,56.240296764291855,
2019-06-01,2019-06-01,19.64,20.94,19.18,20.65,128117226.0,79.22554934672279,68.74009565238943,
2019-07-01,2019-07-01,20.98,21.36,19.48,19.48,156541936.0,54.40871578099837,66.79121396935746,
2019-08-01,2019-08-01,20.6,20.87,18.21,19.09,230425006.0,43.00329250057509,58.879185876098774,
2019-09-01,2019-09-01,19.14,19.63,18.96,19.01,122397491.0,23.864734299516925,40.42558086036349,
2019-10-01,2019-10-01,19.54,19.85,18.83,19.63,127324129.0,32.80423280423278,33.224086534774955,
2019-11-01,2019-11-01,19.58,20.83,19.54,20.29,146380125.0,45.502645502645485,34.05720420213175,
2019-12-01,2019-12-01,20.43,20.92,20.12,20.29,107466710.0,62.62129287959541,46.97605706215791,
2020-01-01,2020-01-01,20.29,20.6,19.81,20.38,96764935.0,72.31573099508614,60.146556459109036,
2020-02-01,2020-02-01,20.07,20.83,19.98,20.38,133178931.0,75.02604212644988,69.98768866704383,
2020-03-01,2020-03-01,19.98,20.74,16.65,20.69,223341290.0,80.97964732994926,76.10714015049511,
2020-04-01,2020-04-01,20.43,21.32,20.03,20.87,162761743.0,86.38009608664733,80.79526184768217,
2020-05-01,2020-05-01,20.87,21.76,20.25,21.67,177748435.0,94.40545212930694,87.25506518196785,-1.0
2020-06-01,2020-06-01,21.76,23.36,21.63,22.29,238392021.0,90.88547483883785,90.55700768493072,-1.0
2020-07-01,2020-07-01,22.47,25.22,21.49,22.2,434278796.0,82.35106409538655,89.21399702117714,
2020-08-01,2020-08-01,23.2,23.25,20.69,21.2,283804909.0,57.11926577783321,76.78526823735257,
2020-09-01,2020-09-01,21.2,21.62,20.22,20.92,174712486.0,33.76804868891122,57.74612618737702,
2020-10-01,2020-10-01,20.92,21.06,20.13,21.06,175194143.0,18.271490814661707,36.386268427135406,
2020-11-01,2020-11-01,21.06,21.9,20.59,21.71,211821777.0,21.104125736738716,24.381221746770574,
2020-12-01,2020-12-01,21.71,22.78,21.48,22.36,234325081.0,40.262245394858354,26.545953982086285,
2021-01-01,2021-01-01,22.36,22.6,21.11,21.67,262710496.0,53.54294129630529,38.30310414263415,
2021-02-01,2021-02-01,21.62,23.62,21.43,23.11,261626665.0,71.65812866858981,55.15443845325118,
2021-03-01,2021-03-01,23.11,26.09,22.83,25.16,621920715.0,75.53031204077318,66.91046066855613,
2021-04-01,2021-04-01,25.21,25.86,24.74,25.3,375587743.0,84.20475825329622,77.13106632088643,
2021-05-01,2021-05-01,25.25,25.35,22.5,24.09,289135358.0,75.68893756845563,78.47466928750838,
2021-06-01,2021-06-01,24.32,24.6,23.3,24.46,196388786.0,69.66578761397521,76.51982781190905,
2021-07-01,2021-07-01,24.51,25.72,21.71,21.85,466505082.0,42.685721229716705,62.6801488040492,
2021-08-01,2021-08-01,23.5,24.4,23.1,24.3,167853218.0,43.54248160454937,51.96466348274712,
2021-09-01,2021-09-01,24.1,26.4,24.1,25.8,207958963.0,50.937602871299624,45.721935235188596,
2021-10-01,2021-10-01,25.5,26.95,25.15,26.55,212528164.0,80.66095793189196,58.38034746924702,
2021-11-01,2021-11-01,26.6,27.1,25.5,25.8,146571633.0,85.15149894566876,72.25001991628682,
